block,iucr,primary_type,arrest,domestic,beat,district,ward,community_area,fbi_code,x_coordinate,y_coordinate,year,latitude,longitude
036XX S LAKE PARK AVE,0486,BATTERY,False,True,212,2.0,4.0,36.0,08B,1182258.0,1881215.0,2014,41.829274084,-87.606802214
090XX S BRANDON AVE,1320,CRIMINAL DAMAGE,False,False,424,4.0,10.0,46.0,14,1198897.0,1845532.0,2011,41.730955626,-87.546952963
033XX N PANAMA AVE,0820,THEFT,False,False,1631,16.0,36.0,17.0,06,1121503.0,1921059.0,2011,41.939805945,-87.828854957
022XX N HALSTED ST,2826,OTHER OFFENSE,False,False,1812,18.0,43.0,7.0,26,1170580.0,1915090.0,2006,41.922492535,-87.648656656
021XX S WABASH AVE,0820,THEFT,False,False,131,1.0,2.0,33.0,06,1177083.0,1890129.0,2012,41.853853291,-87.625519384
100XX S OGLESBY AVE,0910,MOTOR VEHICLE THEFT,True,False,431,4.0,7.0,51.0,07,1193815.0,1838849.0,2011,41.712742743,-87.565788016
032XX N CLARK ST,2028,NARCOTICS,True,False,1924,19.0,44.0,6.0,18,1169852.0,1921655.0,2006,41.940523118,-87.651139604
005XX N STATE ST,0870,THEFT,False,False,1834,18.0,42.0,8.0,06,1176278.0,1903807.0,2016,41.891404732,-87.62806150899999
120XX S INDIANA AVE,0560,ASSAULT,False,True,532,5.0,9.0,53.0,08A,1179740.0,1825224.0,2003,41.675686572,-87.617749144
024XX W JACKSON BLVD,1661,GAMBLING,True,False,1125,11.0,2.0,28.0,19,1160147.0,1898627.0,2013,41.877538906999995,-87.68744610200001
019XX N MOZART ST,2094,NARCOTICS,True,False,1421,14.0,35.0,22.0,18,1157117.0,1912664.0,2006,41.916119716,-87.698189931
003XX E GARFIELD BLVD,0870,THEFT,False,False,231,2.0,3.0,40.0,06,1179210.0,1868614.0,2015,41.794766069,-87.618369729
002XX N MICHIGAN AVE,2820,OTHER OFFENSE,False,True,114,1.0,42.0,32.0,26,1177256.0,1901915.0,2015,41.886190872,-87.624527215
005XX N LARAMIE AVE,0486,BATTERY,False,True,1523,15.0,28.0,25.0,08B,1141611.0,1902863.0,2003,41.889525629,-87.75540132100001
042XX W NORTH AVE,1153,DECEPTIVE PRACTICE,False,False,2534,25.0,30.0,23.0,11,1147652.0,1910292.0,2014,41.909797796,-87.733025085
065XX S ABERDEEN ST,0486,BATTERY,False,True,724,7.0,17.0,68.0,08B,1170104.0,1861538.0,2010,41.775551666,-87.651966836
008XX N STATE ST,1210,DECEPTIVE PRACTICE,True,False,1832,18.0,42.0,8.0,11,1176223.0,1905805.0,2011,41.896888585999996,-87.628203192
074XX N SEELEY AVE,2826,OTHER OFFENSE,False,False,2424,24.0,49.0,1.0,26,1161339.0,1949186.0,2011,42.016250952,-87.681657961
046XX W WEST END AVE,0610,BURGLARY,False,False,1113,11.0,28.0,25.0,05,1145378.0,1900573.0,2011,41.883171147,-87.74162513799999
014XX S KEDVALE AVE,0560,ASSAULT,False,False,1011,10.0,24.0,29.0,08A,1148951.0,1892772.0,2011,41.861695944000004,-87.728706536
072XX N ROGERS AVE,1320,CRIMINAL DAMAGE,False,False,2424,24.0,49.0,1.0,14,1161294.0,1947965.0,2010,42.01290144,-87.681857742
005XX S PULASKI RD,1210,DECEPTIVE PRACTICE,True,False,1132,11.0,24.0,26.0,11,1149812.0,1897228.0,2011,41.873907046,-87.72543009299999
088XX S CLYDE AVE,0930,MOTOR VEHICLE THEFT,False,False,412,4.0,8.0,48.0,07,1191712.0,1846791.0,2013,41.734587561,-87.573232915
011XX S WESTERN AVE,0486,BATTERY,True,True,1224,12.0,25.0,28.0,08B,1160553.0,1894887.0,2007,41.867267602,-87.686058929
021XX W HUBBARD ST,0420,BATTERY,False,False,1313,12.0,26.0,24.0,04B,1161976.0,1903058.0,2004,41.889659985,-87.680606755
057XX S MORGAN ST,0460,BATTERY,False,False,712,7.0,16.0,68.0,08B,1170622.0,1866859.0,2011,41.790141834,-87.64991286899999
039XX W BARRY AVE,1320,CRIMINAL DAMAGE,False,False,2523,25.0,31.0,21.0,14,1149306.0,1920316.0,2006,41.937272638,-87.726688414
064XX S JUSTINE ST,0430,BATTERY,False,False,725,7.0,17.0,67.0,04B,1167110.0,1862121.0,2007,41.777216063000004,-87.662925863
038XX W CHICAGO AVE,0560,ASSAULT,False,False,1112,11.0,27.0,23.0,08A,1150763.0,1905070.0,2016,41.895407798,-87.721733245
008XX S KEELER AVE,0486,BATTERY,False,True,1132,11.0,24.0,26.0,08B,1148517.0,1895970.0,2008,41.870480016,-87.73021721399999
054XX W MADISON ST,1154,DECEPTIVE PRACTICE,False,False,1522,15.0,29.0,25.0,11,1139929.0,1899485.0,2017,41.88028689,-87.761661062
012XX S LAWNDALE AVE,0460,BATTERY,False,False,1011,10.0,24.0,29.0,08B,1151904.0,1894156.0,2002,41.86543622,-87.71783007799999
079XX S ESCANABA AVE,0460,BATTERY,False,False,422,4.0,7.0,46.0,08B,1196880.0,1852872.0,2009,41.751147491,-87.55409830100001
020XX W COULTER ST,0460,BATTERY,False,False,1034,10.0,25.0,31.0,08B,1163045.0,1888229.0,2007,41.848945486,-87.677097255
096XX S COMMERCIAL AVE,0420,BATTERY,False,False,431,4.0,10.0,51.0,04B,1197815.0,1841658.0,2002,41.720352105,-87.55104559
0000X E ROOSEVELT RD,1811,NARCOTICS,True,False,132,1.0,2.0,32.0,18,1176818.0,1895074.0,2005,41.867428687,-87.626342565
006XX W BARRY AVE,0810,THEFT,False,False,1934,19.0,44.0,6.0,06,1171492.0,1920709.0,2015,41.937891285,-87.645139995
002XX W DIVERSEY PKWY,0820,THEFT,False,False,2333,19.0,43.0,7.0,06,1173853.0,1918900.0,2002,41.932874987,-87.63651697700001
074XX S SOUTH SHORE DR,0560,ASSAULT,False,False,334,3.0,7.0,43.0,08A,1195764.0,1856629.0,2003,41.761484638,-87.55806373
066XX S ABERDEEN ST,0486,BATTERY,False,False,724,7.0,17.0,68.0,08B,1170126.0,1860740.0,2003,41.773361378000004,-87.651909366
049XX N KEDZIE AVE,0810,THEFT,False,False,1713,17.0,39.0,14.0,06,1154153.0,1932630.0,2003,41.970967576,-87.708544878
016XX W WILSON AVE,1310,CRIMINAL DAMAGE,False,False,1912,19.0,47.0,3.0,14,1164673.0,1930616.0,2013,41.96522404,-87.669919201
024XX W BALMORAL AVE,1320,CRIMINAL DAMAGE,False,False,2011,20.0,40.0,4.0,14,1159280.0,1935785.0,2011,41.979520895,-87.689605191
039XX E 106TH ST,0860,THEFT,True,False,432,4.0,10.0,52.0,06,1204230.0,1835283.0,2003,41.702696267,-87.527768125
017XX S STATE ST,1345,CRIMINAL DAMAGE,True,False,132,1.0,3.0,33.0,14,1176607.0,1891853.0,2007,41.858594819000004,-87.62721442700001
102XX S LOWE AVE,0880,THEFT,False,False,2232,22.0,34.0,73.0,06,1173776.0,1837073.0,2010,41.708335899,-87.639229114
036XX W 26TH ST,1320,CRIMINAL DAMAGE,False,False,1013,10.0,22.0,30.0,14,1152705.0,1886489.0,2011,41.844381272,-87.71509220899999
021XX S TRUMBULL AVE,0460,BATTERY,False,False,1024,10.0,24.0,30.0,08B,1153750.0,1889527.0,2003,41.852697198,-87.711176434
001XX N STATE ST,0860,THEFT,False,False,111,1.0,42.0,32.0,06,1176338.0,1901346.0,2018,41.884650262,-87.627915459
050XX S ARTESIAN AVE,0486,BATTERY,True,True,923,9.0,14.0,63.0,08B,1160879.0,1871233.0,2018,41.802351635,-87.68551702799999
029XX W PRATT BLVD,1310,CRIMINAL DAMAGE,False,False,2411,24.0,50.0,2.0,14,1155317.0,1944957.0,2010,42.004770087,-87.703931605
003XX N LARAMIE AVE,0870,THEFT,False,False,1523,15.0,28.0,25.0,06,1141648.0,1901852.0,2008,41.886750637,-87.75529045
048XX N KENTUCKY AVE,0486,BATTERY,False,True,1712,17.0,39.0,14.0,08B,1144669.0,1931773.0,2006,41.968800399,-87.74344048200001
042XX W ADAMS ST,0610,BURGLARY,False,False,1115,11.0,28.0,26.0,05,1148198.0,1898674.0,2009,41.877906253,-87.731318752
021XX N KILDARE AVE,1811,NARCOTICS,True,False,2522,25.0,30.0,20.0,18,1147371.0,1913836.0,2003,41.919528274,-87.73396638700001
016XX N MILWAUKEE AVE,0530,ASSAULT,False,False,1434,14.0,32.0,24.0,04A,1162253.0,1911059.0,2017,41.911609558,-87.67936550600001
019XX W MADISON ST,1150,DECEPTIVE PRACTICE,False,False,1223,12.0,27.0,28.0,11,1163655.0,1900042.0,2017,41.881348623,-87.674525788
064XX N HAMILTON AVE,2820,OTHER OFFENSE,False,False,2412,24.0,50.0,2.0,26,1160801.0,1942776.0,2011,41.998672955,-87.68381659
033XX N CENTRAL PARK AVE,2825,OTHER OFFENSE,False,False,1732,17.0,35.0,21.0,26,1151803.0,1921892.0,2012,41.941548450999996,-87.717469865
050XX W DIVISION ST,1320,CRIMINAL DAMAGE,False,False,1531,15.0,37.0,25.0,14,1142601.0,1907522.0,2007,41.902292113,-87.751649575
038XX W 60TH ST,0810,THEFT,False,False,823,8.0,13.0,65.0,06,1151880.0,1864546.0,2005,41.784182887,-87.71869581799999
044XX N KEDZIE AVE,0890,THEFT,False,False,1724,17.0,33.0,14.0,06,1154256.0,1929200.0,2011,41.961553386,-87.70825815
023XX N LOCKWOOD AVE,1320,CRIMINAL DAMAGE,False,False,2515,25.0,37.0,19.0,14,1140669.0,1914948.0,2010,41.922705617,-87.75856341
0000X N PEORIA ST,0810,THEFT,False,False,1212,12.0,27.0,28.0,06,1170411.0,1900392.0,2005,41.882164053000004,-87.64970797299999
011XX N MILWAUKEE AVE,1330,CRIMINAL TRESPASS,True,False,1323,12.0,27.0,24.0,26,1165952.0,1907936.0,2002,41.902961643000005,-87.66586585200001
037XX S LAKE PARK AVE,0820,THEFT,False,False,212,2.0,4.0,36.0,06,1182484.0,1880829.0,2014,41.828209625,-87.60598503
015XX N LECLAIRE AVE,0560,ASSAULT,False,True,2533,25.0,37.0,25.0,08A,1142091.0,1909789.0,2016,41.908522491,-87.75346661799999
049XX S KILPATRICK AVE,1310,CRIMINAL DAMAGE,False,False,815,8.0,23.0,56.0,14,1145858.0,1871547.0,2018,41.803510757,-87.740598134
059XX W OHIO ST,0486,BATTERY,False,True,1512,15.0,29.0,25.0,08B,1136621.0,1903372.0,2008,41.891013154,-87.7737148
037XX W 63RD ST,1310,CRIMINAL DAMAGE,False,False,823,8.0,13.0,65.0,14,1152598.0,1862576.0,2004,41.77876279,-87.71611516799999
092XX S ELIZABETH ST,0460,BATTERY,False,False,2222,22.0,21.0,73.0,08B,1169613.0,1843602.0,2002,41.726343531,-87.65428571700001
028XX W WARREN BLVD,1310,CRIMINAL DAMAGE,False,False,1331,12.0,2.0,27.0,14,1157520.0,1900228.0,2009,41.881986049,-87.69704818700001
054XX W SCHUBERT AVE,0486,BATTERY,False,True,2514,25.0,30.0,19.0,08B,1139688.0,1917420.0,2005,41.929507037,-87.762107464
003XX W 111TH ST,0820,THEFT,False,False,522,5.0,34.0,49.0,06,1175868.0,1831313.0,2004,41.69248309,-87.631739931
021XX N NARRAGANSETT AVE,0810,THEFT,False,False,2512,25.0,29.0,19.0,06,1133401.0,1913548.0,2010,41.918994422,-87.785301728
021XX W PETERSON AVE,0460,BATTERY,True,False,2413,24.0,40.0,2.0,08B,1160994.0,1939841.0,2007,41.990615196,-87.68318857700001
005XX E 80TH ST,1310,CRIMINAL DAMAGE,False,False,631,6.0,6.0,44.0,14,1181400.0,1852085.0,2005,41.749358597,-87.610848276
022XX N LINCOLN AVE,0460,BATTERY,False,False,1812,18.0,43.0,7.0,08B,1171492.0,1915271.0,2008,41.922969177,-87.645300374
060XX S TALMAN AVE,0610,BURGLARY,True,False,825,8.0,15.0,66.0,05,1159742.0,1864550.0,2006,41.784036027,-87.689870361
008XX E 65TH ST,1320,CRIMINAL DAMAGE,False,False,321,3.0,20.0,42.0,14,1183129.0,1862098.0,2006,41.77679525,-87.604201582
107XX S WENTWORTH AVE,5002,OTHER OFFENSE,False,False,513,5.0,34.0,49.0,26,1176850.0,1833791.0,2012,41.699261079,-87.628070395
018XX S CENTRAL PARK AVE,0810,THEFT,False,False,1014,10.0,24.0,29.0,06,1152669.0,1890632.0,2005,41.855750873000005,-87.71511486700001
043XX W DIVISION ST,0460,BATTERY,False,False,1111,11.0,37.0,23.0,08B,1147139.0,1907641.0,2005,41.902533015,-87.73497758299999
059XX W DIVERSEY AVE,1320,CRIMINAL DAMAGE,False,False,2514,25.0,30.0,19.0,14,1136133.0,1917995.0,2008,41.931149149,-87.775157527
009XX W 59TH ST,1506,PROSTITUTION,True,False,712,7.0,16.0,68.0,16,1171233.0,1865714.0,2015,41.786986475,-87.647705986
078XX S HERMITAGE AVE,031A,ROBBERY,False,False,611,6.0,17.0,71.0,03,1166044.0,1852656.0,2005,41.75126556,-87.667102565
072XX N CALIFORNIA AVE,0560,ASSAULT,False,False,2411,24.0,50.0,2.0,08A,1156443.0,1947849.0,2017,42.01268305,-87.69971024200001
079XX S RACINE AVE,0334,ROBBERY,False,False,612,6.0,17.0,71.0,03,1169696.0,1852306.0,2006,41.750226733000005,-87.653729903
065XX S EVANS AVE,0486,BATTERY,True,True,321,3.0,20.0,42.0,08B,1182341.0,1861892.0,2015,41.776248264,-87.60709670700001
016XX N LAMON AVE,1153,DECEPTIVE PRACTICE,False,False,2533,25.0,37.0,25.0,11,1143242.0,1910383.0,2014,41.910131062,-87.749223495
115XX S INDIANA AVE,0890,THEFT,False,False,532,5.0,9.0,53.0,06,1179641.0,1828625.0,2007,41.685021672,-87.618008151
085XX S MARQUETTE AVE,1365,CRIMINAL TRESPASS,False,False,423,4.0,7.0,46.0,26,1195642.0,1848909.0,2005,41.740303385,-87.55876558
025XX N SAWYER AVE,031A,ROBBERY,False,False,1413,14.0,35.0,22.0,03,1154047.0,1916659.0,2013,41.927144162,-87.709362195
030XX S SPRINGFIELD AVE,0610,BURGLARY,False,False,1031,10.0,22.0,30.0,05,1150859.0,1884046.0,2012,41.837713633,-87.7219306
012XX W 108TH PL,1310,CRIMINAL DAMAGE,False,False,2234,22.0,34.0,75.0,14,1169918.0,1832829.0,2007,41.696774164000004,-87.653480053
051XX W MADISON ST,1811,NARCOTICS,True,False,1533,15.0,28.0,25.0,18,1142028.0,1899535.0,2014,41.88038547,-87.75395241700001
031XX N CLARK ST,0486,BATTERY,True,True,2332,19.0,44.0,6.0,08B,1170099.0,1921254.0,2004,41.93941736,-87.65024354399999
059XX S WABASH AVE,0610,BURGLARY,False,False,233,2.0,20.0,40.0,05,1177730.0,1865720.0,2006,41.786858299,-87.62388440299999
034XX N WESTERN AVE,0860,THEFT,True,False,1913,19.0,47.0,5.0,06,1159771.0,1922681.0,2004,41.943552694,-87.68816234200001
026XX W DIVISION ST,0320,ROBBERY,False,False,1423,14.0,26.0,24.0,03,1158683.0,1907881.0,2013,41.902962814,-87.692567794
001XX E 57TH ST,1754,OFFENSE INVOLVING CHILDREN,False,False,232,2.0,20.0,40.0,02,1178285.0,1867261.0,2018,41.791074368000004,-87.62180273
081XX S MERRILL AVE,0560,ASSAULT,False,False,414,4.0,8.0,46.0,08A,1191939.0,1851413.0,2003,41.747265241,-87.572251548
011XX N MAYFIELD AVE,0560,ASSAULT,True,False,1511,15.0,29.0,25.0,08A,1136819.0,1906987.0,2003,41.900929626,-87.77290091
035XX S DR MARTIN LUTHER KING JR DR,0820,THEFT,False,False,212,2.0,4.0,35.0,06,1179483.0,1881827.0,2019,41.831017406,-87.61696474899999
022XX W WARREN BLVD,0810,THEFT,False,False,1332,12.0,2.0,28.0,06,1161413.0,1900312.0,2004,41.882136459,-87.682750786
013XX W FILLMORE ST,0610,BURGLARY,True,False,1231,12.0,2.0,28.0,05,1167536.0,1895416.0,2012,41.868571878000004,-87.660408169
023XX N KEELER AVE,1310,CRIMINAL DAMAGE,False,False,2525,25.0,31.0,20.0,14,1147996.0,1915220.0,2015,41.923314091,-87.73163434799999
024XX N KEDZIE BLVD,0810,THEFT,False,False,1413,14.0,35.0,22.0,06,1154633.0,1915929.0,2012,41.925129262,-87.707228469
037XX N OAK PARK AVE,1153,DECEPTIVE PRACTICE,False,False,1632,16.0,36.0,17.0,11,1130400.0,1924068.0,2015,41.947914654,-87.796085742
117XX S WALLACE ST,031A,ROBBERY,True,False,524,5.0,34.0,53.0,03,1174421.0,1826926.0,2006,41.68047670000001,-87.637167417
032XX W ROOSEVELT RD,0840,THEFT,False,False,1134,11.0,24.0,29.0,06,1155119.0,1894531.0,2008,41.866401401,-87.706017559
075XX W HIGGINS AVE,0890,THEFT,False,False,1613,16.0,41.0,10.0,06,1125191.0,1936547.0,2009,41.982246435,-87.814955745
043XX W ADAMS ST,0890,THEFT,False,False,1115,11.0,28.0,26.0,06,1147395.0,1898656.0,2011,41.877872277,-87.734267661
073XX S YATES BLVD,0281,CRIM SEXUAL ASSAULT,False,False,334,3.0,7.0,43.0,02,1193476.0,1856857.0,2004,41.762166567,-87.56644183799999
052XX S SAWYER AVE,0560,ASSAULT,False,True,822,8.0,14.0,63.0,08A,1155599.0,1869743.0,2003,41.798370436999996,-87.70492111799999
022XX W GRAND AVE,0910,MOTOR VEHICLE THEFT,False,False,1313,12.0,26.0,24.0,07,1161420.0,1903443.0,2007,41.890728045,-87.68263790299999
024XX E 76TH ST,1310,CRIMINAL DAMAGE,True,False,421,4.0,7.0,43.0,14,1193651.0,1855040.0,2010,41.757176296,-87.565859866
030XX S AVERS AVE,0320,ROBBERY,False,False,1031,10.0,22.0,30.0,03,1151193.0,1884016.0,2002,41.837624779,-87.720705777
049XX S ASHLAND AVE,051A,ASSAULT,False,False,931,9.0,16.0,61.0,04A,1166503.0,1872209.0,2016,41.804911724,-87.664863565
031XX W 40TH PL,0560,ASSAULT,False,False,912,9.0,14.0,58.0,08A,1156096.0,1877599.0,2005,41.819918365,-87.70288716700001
031XX N HAMLIN AVE,0560,ASSAULT,False,False,2523,25.0,30.0,21.0,08A,1150619.0,1920669.0,2007,41.938215701,-87.721853639
005XX N TRIPP AVE,0460,BATTERY,False,False,1111,11.0,28.0,23.0,08B,1147906.0,1903354.0,2006,41.890754315,-87.732270557
065XX S DREXEL AVE,1811,NARCOTICS,True,False,321,3.0,20.0,42.0,18,1183352.0,1861796.0,2009,41.775961343,-87.60339347899999
001XX W 103RD PL,1310,CRIMINAL DAMAGE,False,False,512,5.0,34.0,49.0,14,1177082.0,1836324.0,2010,41.706206774,-87.62714486700001
0000X E OHIO ST,0890,THEFT,False,False,1834,18.0,42.0,8.0,06,1176817.0,1904214.0,2018,41.892509386,-87.626069718
042XX W WASHINGTON BLVD,0460,BATTERY,False,False,1115,11.0,28.0,26.0,08B,1148144.0,1900157.0,2005,41.881976814,-87.731478842
0000X W SCHILLER ST,0580,STALKING,False,False,1824,18.0,42.0,8.0,08A,1175597.0,1909796.0,2018,41.907854177,-87.630382253
070XX S OAKLEY AVE,0560,ASSAULT,False,True,832,8.0,17.0,66.0,08A,1162282.0,1857970.0,2018,41.765927061999996,-87.680740785
027XX N WESTERN AVE,0560,ASSAULT,False,False,1411,14.0,1.0,22.0,08A,1159885.0,1918153.0,2006,41.931125216999995,-87.687868639
019XX N LEAVITT ST,0820,THEFT,False,True,1434,14.0,32.0,22.0,06,1161382.0,1913082.0,2006,41.917178995,-87.68250889
030XX E 106TH ST,1130,DECEPTIVE PRACTICE,False,False,434,4.0,10.0,51.0,11,1198116.0,1835252.0,2017,41.702765956,-87.550156539
011XX N WALLER AVE,051A,ASSAULT,True,False,1511,15.0,29.0,25.0,04A,1138145.0,1906926.0,2004,41.900738361,-87.768031812
063XX N LAKEWOOD AVE,1310,CRIMINAL DAMAGE,False,False,2433,24.0,40.0,77.0,14,1166464.0,1942320.0,2017,41.997301916,-87.66299736399999
045XX S WESTERN AVE,502R,OTHER OFFENSE,True,False,914,9.0,12.0,58.0,26,1161123.0,1874692.0,2006,41.811838512,-87.684526408
015XX E 67TH ST,1150,DECEPTIVE PRACTICE,False,False,332,3.0,5.0,43.0,11,1187705.0,1860871.0,2018,41.773320568,-87.587465382
032XX N MILWAUKEE AVE,0460,BATTERY,False,False,1732,17.0,30.0,21.0,08B,1149570.0,1921391.0,2017,41.940217396,-87.725690159
024XX N LINCOLN AVE,1330,CRIMINAL TRESPASS,True,False,1935,19.0,43.0,7.0,26,1170420.0,1916281.0,2013,41.925764201,-87.649209628
012XX W 31ST ST,1320,CRIMINAL DAMAGE,False,False,913,9.0,11.0,60.0,14,1168435.0,1884243.0,2016,41.837892804,-87.657430631
043XX S CALIFORNIA AVE,1310,CRIMINAL DAMAGE,False,False,912,9.0,12.0,58.0,14,1158422.0,1875756.0,2010,41.814813793,-87.69440462200001
103XX S ELIZABETH ST,1812,NARCOTICS,True,False,2232,22.0,21.0,73.0,18,1169846.0,1836216.0,2004,41.706070186,-87.65364580299999
001XX N STETSON AVE,0810,THEFT,False,False,124,1.0,42.0,32.0,06,1177872.0,1901483.0,2007,41.884991457,-87.622278294
047XX W CONGRESS PKWY,0820,THEFT,False,False,1131,11.0,24.0,25.0,06,1144895.0,1897274.0,2002,41.874127418,-87.743482018
051XX S PULASKI RD,1121,DECEPTIVE PRACTICE,False,False,822,8.0,23.0,62.0,10,1150573.0,1870126.0,2010,41.799520795,-87.723342683
096XX S AVALON AVE,1320,CRIMINAL DAMAGE,False,False,511,5.0,8.0,50.0,14,1186228.0,1841313.0,2003,41.719686475,-87.59349607700001
030XX W 26TH ST,0910,MOTOR VEHICLE THEFT,False,False,1033,10.0,12.0,30.0,07,1156353.0,1886588.0,2011,41.844580097,-87.70170191
012XX W WRIGHTWOOD AVE,0320,ROBBERY,True,False,1932,19.0,32.0,7.0,03,1167741.0,1917408.0,2017,41.928914979,-87.659020989
020XX N POINT ST,2825,OTHER OFFENSE,False,False,1431,14.0,1.0,22.0,26,1158145.0,1913278.0,2002,41.917783626,-87.6943963
076XX S HOMAN AVE,0460,BATTERY,False,False,835,8.0,18.0,70.0,08B,1155024.0,1853614.0,2018,41.754121535,-87.70746024799999
044XX N BROADWAY,0860,THEFT,True,False,1913,19.0,46.0,3.0,06,1168469.0,1929861.0,2013,41.963070794000004,-87.655984213
010XX E HYDE PARK BLVD,0610,BURGLARY,False,False,2124,2.0,4.0,39.0,05,1184003.0,1871407.0,2011,41.802319553000004,-87.60070676299999
001XX W 105TH ST,2092,NARCOTICS,True,False,512,5.0,34.0,49.0,26,1177249.0,1835331.0,2002,41.703478083,-87.62656316799999
040XX W GRENSHAW ST,0560,ASSAULT,False,False,1132,11.0,24.0,29.0,08A,1149634.0,1894735.0,2004,41.867069423000004,-87.726148375
057XX S MARSHFIELD AVE,1310,CRIMINAL DAMAGE,False,False,715,7.0,15.0,67.0,14,1166323.0,1866622.0,2009,41.789584172,-87.665682876
058XX S LOOMIS BLVD,5002,OTHER OFFENSE,True,False,713,7.0,16.0,67.0,26,1167991.0,1866166.0,2003,41.788297146,-87.65957993200001
044XX S FEDERAL ST,0460,BATTERY,False,True,221,2.0,3.0,38.0,08B,1176436.0,1875603.0,2002,41.814007401,-87.628331665
028XX W FITCH AVE,0820,THEFT,False,True,2411,24.0,50.0,2.0,06,1156109.0,1947284.0,2016,42.011139447,-87.700954555
024XX S WHIPPLE ST,1365,CRIMINAL TRESPASS,True,False,1033,10.0,12.0,30.0,26,1156414.0,1887665.0,2010,41.847534277,-87.701448967
115XX S MARSHFIELD AVE,0890,THEFT,False,False,2234,22.0,34.0,75.0,06,1167438.0,1828213.0,2017,41.684160442,-87.66269195
045XX W VAN BUREN ST,0420,BATTERY,False,True,1131,11.0,24.0,26.0,04B,1146219.0,1897639.0,2002,41.875103951,-87.738611562
019XX W DIVERSEY PKWY,0320,ROBBERY,False,False,1931,19.0,32.0,5.0,03,1162844.0,1918603.0,2012,41.932298402,-87.676982236
016XX N SPRINGFIELD AVE,2014,NARCOTICS,True,False,2535,25.0,30.0,23.0,18,1150132.0,1910552.0,2013,41.910463271,-87.723907738
005XX W HARRISON ST,0560,ASSAULT,False,False,131,1.0,2.0,28.0,08A,1172659.0,1897574.0,2011,41.874381838000005,-87.64153679200001
029XX N LEAVITT ST,1345,CRIMINAL DAMAGE,False,False,1931,19.0,1.0,5.0,14,1161180.0,1919400.0,2015,41.934520213,-87.68307500899999
033XX W FILLMORE ST,2025,NARCOTICS,True,False,1134,11.0,24.0,29.0,18,1154228.0,1895173.0,2011,41.868180939,-87.709271389
050XX W ROOSEVELT RD,2820,OTHER OFFENSE,False,True,1533,15.0,24.0,25.0,26,1142802.0,1894225.0,2008,41.865799781,-87.75124255700001
112XX S WALLACE ST,0560,ASSAULT,False,False,2233,22.0,34.0,49.0,08A,1174311.0,1830447.0,2012,41.690141313000005,-87.637465963
087XX S EGGLESTON AVE,0320,ROBBERY,False,False,2223,22.0,21.0,71.0,03,1174826.0,1846991.0,2009,41.735528966,-87.635089368
038XX S PRINCETON AVE,0486,BATTERY,False,True,915,9.0,3.0,34.0,08B,1174922.0,1879327.0,2017,41.824260341999995,-87.633773904
067XX S MAPLEWOOD AVE,0880,THEFT,False,False,832,8.0,15.0,66.0,06,1160537.0,1859799.0,2013,41.770982254,-87.68708647700001
016XX W GRANVILLE AVE,0910,MOTOR VEHICLE THEFT,False,False,2433,24.0,40.0,77.0,07,1164319.0,1941256.0,2016,41.994428079,-87.670918239
004XX E PERSHING RD,5002,OTHER OFFENSE,False,False,212,2.0,4.0,35.0,26,1179791.0,1879218.0,2006,41.823851059,-87.615914628
034XX W ADAMS ST,0915,MOTOR VEHICLE THEFT,False,False,1123,11.0,28.0,27.0,07,1153358.0,1898858.0,2002,41.878310286,-87.712367479
007XX W 69TH ST,0610,BURGLARY,False,False,723,7.0,6.0,68.0,05,1172333.0,1859113.0,2011,41.768848426,-87.64386684700001
006XX N NOBLE ST,0910,MOTOR VEHICLE THEFT,False,False,1324,12.0,27.0,24.0,07,1166936.0,1904681.0,2009,41.894008634,-87.662344957
069XX S CLYDE AVE,0486,BATTERY,False,True,331,3.0,5.0,43.0,08B,1191411.0,1859329.0,2008,41.7690002,-87.57393020100001
071XX S DAMEN AVE,0486,BATTERY,False,True,735,7.0,17.0,67.0,08B,1164261.0,1857241.0,2002,41.763885153000004,-87.673507539
072XX S CARPENTER ST,1310,CRIMINAL DAMAGE,False,True,733,7.0,17.0,68.0,14,1170568.0,1856732.0,2018,41.762353307,-87.650405756
