year,month,day,weekday,carrier,origin,destination,arrivaldelay,departuredelay,weatherdelay,distance
1994,6,27,1,DL,JAN,ATL,1,104,138,102
2003,12,23,2,NW,MEM,PHX,1,23,14,196
2006,11,7,2,WN,MCI,BNA,2,14,20,91
1994,1,17,1,CO,CLE,IND,2,0,0,75
1994,1,25,2,WN,ONT,SMF,2,10,13,78
1990,11,29,4,TW,STL,MCO,2,3,17,159
2007,2,18,7,FL,PBI,HPN,1,28,21,157
2004,8,21,6,NW,LAS,DTW,0,8,11,237
2005,12,9,5,EV,ATL,MSP,2,28,23,160
2002,10,11,5,UA,LAS,LAX,1,15,24,77
1999,10,24,7,US,LGA,IAD,3,8,5,79
2002,10,2,3,NW,DTW,ORD,2,29,64,112
1996,4,7,7,US,SBN,PIT,3,2,3,68
1998,10,4,7,WN,ABQ,DAL,3,95,81,76
1996,7,22,1,DL,SLC,SNA,2,4,12,115
1991,11,2,6,US,IND,CMH,1,27,20,39
2002,3,29,5,AA,SAN,SJC,2,7,1,74
1991,7,17,3,ML (1),DCA,MDW,2,0,10,125
2008,3,8,6,OO,ORD,SGF,1,0,0,99
1988,7,18,1,AA,IAD,ROC,2,0,1,64
1997,9,27,6,WN,PVD,BWI,2,10,2,67
2007,6,2,6,OO,SFO,SLC,1,18,14,99
2000,1,17,1,AA,DFW,BUR,3,77,54,185
1995,10,16,1,DL,DFW,ONT,2,0,7,177
1997,8,23,6,WN,ONT,SJC,2,9,6,62
2008,11,15,6,9E,DTW,DAY,3,30,21,58
1998,9,16,3,CO,BOS,EWR,2,2,4,87
1988,8,15,1,UA,MIA,RSW,1,0,4,44
1998,3,7,6,CO,IAH,SNA,1,15,37,234
1990,9,14,5,AA,DFW,TUL,3,14,6,59
1995,8,8,2,UA,SMF,DEN,1,13,7,120
2004,2,14,6,DL,PDX,SLC,2,45,41,99
2004,5,25,2,WN,BWI,JAX,3,180,185,120
2000,1,27,4,CO,IAH,MCO,3,72,62,121
1990,11,7,3,US,IND,CLT,3,3,13,95
2008,4,4,5,OH,CLT,LGA,3,70,47,98
2006,2,9,4,NW,MSP,SEA,2,5,34,249
2005,10,10,1,WN,DTW,MDW,2,0,0,65
1989,6,20,2,US,BUF,LGA,2,2,2,59
2000,5,22,1,US,DCA,BDL,2,2,0,72
1993,4,7,3,WN,DAL,LIT,2,130,135,60
2006,9,2,6,OH,CVG,MHT,2,0,1,117
1993,11,18,4,HP,ATL,PHX,1,3,10,243
1996,1,25,4,AS,SEA,LAS,3,15,10,134
2001,12,25,2,WN,BUR,SJC,3,15,12,62
1994,1,29,6,AA,SYR,ORD,2,39,34,125
1996,2,7,3,AS,SEA,OAK,1,0,9,131
1998,7,6,1,UA,AUS,ORD,1,1,29,175
1999,3,30,2,DL,ATL,MIA,3,43,43,112
2008,3,30,7,YV,BFL,PHX,1,0,3,90
1993,10,29,5,WN,OKC,PHX,1,0,5,135
1999,6,21,1,WN,PHX,BUR,1,12,10,83
1988,10,9,7,US,SAN,LAS,2,16,8,52
2006,3,6,1,DL,ATL,DFW,1,11,2,136
1992,3,14,6,DL,DEN,MCO,1,7,11,204
2003,2,11,2,OO,BOI,SLC,2,0,0,76
1994,9,18,7,US,LGA,DAY,3,12,5,112
1987,10,14,3,US,PIT,DEN,1,10,13,201
1996,1,11,4,DL,LGA,BOS,2,0,0,65
1994,3,1,2,DL,ATL,LGA,3,70,62,121
1999,5,5,3,AA,TUS,DFW,1,74,71,120
1990,12,19,3,UA,PHL,ORD,1,8,2,128
2002,1,13,7,DL,ATL,CLE,3,5,7,103
1989,2,22,3,DL,LGA,TPA,2,0,26,196
2000,2,13,7,AA,HPN,ORD,2,2,31,171
2005,7,27,3,US,TPA,DCA,3,126,113,118
1998,8,12,3,UA,ORD,MKE,3,10,22,50
2005,7,16,6,US,CLT,SEA,1,29,26,317
1990,10,8,1,WN,PHX,LAS,2,0,2,57
2001,1,15,1,US,TPA,PHL,2,19,35,169
2004,5,22,6,AA,ORD,BDL,1,18,10,114
1992,6,13,6,US,PIT,BWI,2,1,10,65
1999,5,8,6,US,SYR,DCA,1,0,11,79
1999,8,7,6,UA,DEN,SFO,2,47,64,167
1993,10,23,6,US,MYR,PIT,1,2,12,97
2006,9,23,6,DL,ATL,SAV,2,30,28,60
1996,7,10,3,NW,PHL,MSP,1,1,11,170
1996,1,18,4,HP,LAS,ICT,0,0,3,139
2003,2,9,7,WN,BNA,MCO,2,8,8,100
1989,10,30,1,US,PIT,MCO,1,4,8,139
2000,12,14,4,AS,FAI,ANC,1,0,0,61
1990,2,8,4,DL,AUS,ATL,1,10,16,127
1990,6,10,7,UA,ORD,SFO,3,14,7,265
1991,6,10,1,ML (1),MDW,MSP,2,0,5,85
1999,11,22,1,AA,DFW,ABQ,0,44,75,143
2000,11,21,2,NW,DTW,SEA,3,167,189,321
1992,11,25,3,AA,ORD,RST,3,32,34,74
1999,7,30,5,WN,LAS,ABQ,2,15,14,79
1989,3,1,3,DL,ATL,HOU,1,97,100,125
2006,1,16,1,MQ,RDU,DCA,2,14,20,65
1990,5,23,3,DL,LIT,ATL,1,2,9,85
1992,3,6,5,WN,DAL,AMA,2,0,0,65
2001,8,31,5,WN,SJC,PDX,2,0,7,107
1996,5,1,3,CO,IAH,MSY,2,3,2,59
1993,8,12,4,DL,MIA,BOS,2,21,23,182
1998,10,18,7,WN,CLE,MDW,3,30,35,70
2000,8,17,4,AS,SNA,SEA,2,0,3,152
1998,10,9,5,DL,LAX,SFO,3,3,14,94
1992,1,16,4,DL,ROC,SYR,1,4,5,36
2006,6,27,2,WN,PHX,SMF,2,44,37,108
2000,11,17,5,UA,LAX,IAH,3,60,50,177
1999,11,12,5,WN,RNO,PHX,2,32,31,94
1999,4,15,4,CO,IAH,DFW,2,2,2,68
2004,6,16,3,DH,CAE,IAD,1,0,3,86
2005,4,24,7,CO,ORD,EWR,3,16,30,145
1989,7,31,1,NW,LAN,DTW,1,20,32,47
2001,2,27,2,WN,STL,MDW,3,99,91,62
1992,5,10,7,UA,IND,ORD,1,7,6,60
1990,5,8,2,DL,MIA,ATL,2,3,4,106
1996,10,10,4,WN,PDX,LAS,3,0,8,123
1987,11,1,7,UA,CLE,ORD,3,20,26,84
1989,11,26,7,NW,MEM,ORD,3,6,4,98
2006,1,15,7,EV,ATL,FLO,1,60,50,58
2007,2,9,5,XE,DCA,CLE,1,1,13,93
2001,7,21,6,AS,JNU,PSG,2,82,74,33
1993,7,17,6,DL,MSP,ATL,2,1,7,141
1994,3,6,7,WN,MCI,TUL,3,6,5,49
1999,7,19,1,WN,HRL,HOU,2,0,2,57
2002,4,19,5,DL,ATL,DCA,2,0,0,100
1995,6,26,1,US,MDT,CLT,3,66,81,93
2004,4,24,6,HP,LAS,SMF,2,22,19,84
1998,3,9,1,US,PHL,TPA,1,1,29,203
1991,7,7,7,CO,DCA,EWR,2,0,0,68
1995,12,20,3,AA,DFW,BNA,0,91,102,113
1993,4,19,1,AS,SEA,ANC,2,25,30,215
1988,2,1,1,TW,BWI,MDT,2,0,3,34
2000,10,1,7,US,BTV,PHL,2,5,3,83
1995,4,2,7,AS,LAX,PDX,3,0,3,143
1997,11,20,4,US,IAH,PHL,2,0,0,192
2005,2,23,3,NW,TPA,DTW,3,28,20,155
1995,12,6,3,AA,EWR,ORD,0,0,3,156
1999,10,20,3,DL,ATL,CHS,2,115,125,70
2006,5,14,7,CO,EWR,ATL,3,18,18,152
2008,7,2,3,OH,CVG,JFK,3,0,77,223
2001,7,21,6,AS,ANC,SEA,3,30,36,194
2007,1,5,5,WN,OAK,ONT,3,0,0,75
1989,6,29,4,DL,SLC,LAX,2,5,12,107
1995,2,20,1,CO,BWI,EWR,2,25,13,48
1998,7,7,2,AA,DEN,ORD,2,27,13,130
1994,5,31,2,WN,PHX,LAX,2,0,3,73
2003,12,13,6,DL,PHL,ATL,2,2,0,128
2007,3,2,5,AA,DFW,DCA,3,26,12,141
1996,9,14,6,WN,DAL,AUS,3,0,3,48
2001,9,29,6,WN,BUR,SJC,1,17,14,57
2005,2,20,7,EV,SLC,RNO,3,23,21,84
2005,7,11,1,UA,SFO,AUS,2,70,81,227
2007,2,20,2,FL,HPN,FLL,2,23,14,166
2000,7,20,4,AS,FAI,BRW,1,29,29,87
2003,8,13,3,OO,DFW,ABQ,3,5,10,112
1989,7,19,3,DL,JFK,FLL,2,28,24,163
1997,11,16,7,WN,STL,SDF,3,0,0,60
1998,11,10,2,CO,MSY,IAH,2,1,3,72
1993,10,16,6,AA,ORD,LAS,3,150,171,244
1988,1,28,4,DL,ATL,EWR,3,6,33,141
1995,12,15,5,CO,ATL,EWR,2,6,26,155
1998,4,18,6,DL,ATL,CAE,3,5,2,60
1995,11,29,3,US,CLT,RDU,2,9,12,52
1988,2,13,6,AA,BOS,SJU,1,54,67,247
2006,8,18,5,NW,MEM,DTW,3,6,24,128
1991,12,28,6,UA,PHX,DEN,1,7,0,93
1990,5,28,1,US,CLT,MEM,2,0,8,105
1992,10,5,1,US,EWR,PIT,3,0,0,81
2001,2,27,2,WN,PHX,ABQ,2,65,59,54
1993,11,28,7,DL,GSO,ATL,2,12,19,73
2006,3,13,1,UA,MCI,DEN,1,172,170,110
2008,9,2,2,WN,BNA,TPA,3,44,34,95
1992,1,4,6,AA,BNA,BWI,2,5,11,105
2005,6,5,7,NW,MSP,EWR,3,26,23,155
1995,7,13,4,US,TPA,PHL,3,22,15,140
1997,10,24,5,WN,BWI,PVD,3,43,30,52
2004,12,24,5,CO,RDU,IAH,1,15,15,181
1999,8,14,6,DL,PHL,ATL,2,30,71,175
1990,5,25,5,HP,PHX,LGB,3,14,12,78
1992,7,30,4,US,BWI,MIA,2,29,47,167
2005,1,4,2,WN,DAL,HOU,2,0,0,55
1989,6,11,7,AA,DFW,ABQ,3,4,9,107
1997,2,11,2,NW,MSP,PHX,1,1,12,205
1998,4,14,2,DL,ATL,HOU,2,3,13,138
2000,3,12,7,UA,DFW,DEN,3,12,12,118
2001,1,21,7,DL,ATL,DFW,1,19,10,137
1999,5,28,5,AA,ORD,PHL,1,73,69,107
1990,5,20,7,UA,STL,ORD,2,1,23,91
1989,3,18,6,AA,DFW,HRL,2,3,1,84
1990,2,23,5,UA,SFO,LAX,2,16,14,73
1997,9,22,1,WN,LAS,SAN,3,0,9,64
1997,8,7,4,WN,TPA,BNA,3,75,73,103
1989,10,30,1,EA,ATL,MCI,1,0,1,124
1997,3,26,3,DL,DFW,ATL,2,0,0,119
2008,4,13,7,MQ,BMI,ORD,1,10,4,39
1992,8,3,1,DL,BHM,SDF,2,4,9,68
1989,12,22,5,EA,DEN,ATL,1,0,6,180
1994,11,1,2,US,DCA,CLT,2,2,5,77
2003,11,23,7,EV,DEN,DFW,1,0,5,120
2005,1,27,4,WN,TPA,MDW,1,0,8,168
2003,5,23,5,UA,ORD,BDL,2,27,19,117
1996,5,6,1,US,DCA,DAY,2,4,9,89
1997,10,10,5,WN,HOU,DAL,1,14,9,45
2005,7,12,2,WN,PHX,HOU,1,10,5,160
2002,11,29,5,UA,IAD,SFO,1,1,0,334
1998,12,20,7,WN,BNA,AUS,3,38,38,130
1991,10,2,3,DL,MGM,ATL,2,4,10,53
1996,4,21,7,US,EWR,CLT,2,0,2,114
1995,1,6,5,DL,CVG,PHX,1,5,39,271
2007,4,29,7,WN,MCO,STL,2,52,36,139
1994,8,25,4,AA,ORD,STL,2,3,3,70
1996,4,10,3,CO,EWR,ATL,3,56,39,130
2003,1,10,5,WN,ELP,DAL,3,10,0,80
2001,8,23,4,AA,DFW,LGA,1,5,2,207
2004,12,25,6,WN,LAS,TUS,2,20,13,68
2003,5,4,7,US,PIT,IND,3,7,2,73
2004,1,14,3,WN,MDW,CMH,1,0,0,65
1995,6,25,7,AA,DFW,IAH,1,1,0,62
1991,9,10,2,DL,DAB,ATL,3,0,5,80
1992,8,24,1,UA,ORD,CID,3,0,4,66
1991,8,1,4,NW,MCO,BOS,2,25,14,164
1989,12,18,1,WN,HOU,PHX,3,12,8,156
2008,12,20,6,UA,BTV,ORD,1,4,41,190
2007,2,6,2,YV,ORD,FWA,1,10,0,46
2006,5,18,4,WN,PHX,SLC,3,0,4,89
1998,9,4,5,NW,PHL,DTW,1,0,0,99
1991,6,4,2,AA,DFW,LBB,3,0,1,65
1991,8,8,4,UA,MHT,ORD,1,138,140,142
1991,12,6,5,HP,PHX,TUS,3,4,0,38
1994,10,6,4,DL,PHX,SLC,1,0,2,91
1991,12,16,1,CO,CVG,EWR,2,0,0,106
2000,12,19,2,DL,MCO,PVD,3,0,0,165
2008,8,12,2,NW,SEA,MSP,2,35,37,191
2008,6,22,7,B6,IAD,LAS,3,102,145,341
2001,3,10,6,WN,HOU,PHX,3,0,0,165
1992,3,9,1,HP,LAX,LAS,0,0,1,61
2008,6,15,7,AA,LGA,ATL,2,34,24,155
2000,7,23,7,UA,ORD,ROC,2,16,2,84
1995,1,4,3,NW,DTW,SYR,3,11,37,102
1991,3,3,7,DL,ATL,BNA,3,3,3,67
2000,2,17,4,DL,DFW,ELP,3,89,89,103
1989,10,25,3,AS,TUS,PHX,1,0,3,43
2004,2,6,5,OH,DSM,ATL,1,0,35,160
1992,3,2,1,AA,HOU,DFW,3,0,10,81
1998,3,3,2,DL,SLC,MCI,1,78,79,143
2007,6,30,6,DL,ATL,LAS,2,35,21,246
1995,8,10,4,AA,SAT,DFW,0,2,5,68
1988,3,23,3,US,FLL,PHL,3,2,18,167
1988,2,5,5,AS,OAK,PDX,3,75,80,90
2001,4,19,4,DL,HNL,LAX,1,2,13,336
2001,9,11,2,UA,SFO,RNO,1,0,0,62
1997,9,4,4,CO,EWR,ATL,2,2,1,137
2007,6,14,4,AA,LAX,MCO,1,153,140,282
2001,1,13,6,WN,PHX,LAX,2,15,30,95
2008,4,8,2,9E,DTW,AZO,1,35,19,42
1996,4,26,5,TW,STL,LIT,3,10,6,66
1989,6,29,4,NW,LSE,MSP,2,0,14,54
2000,1,9,7,AA,ORD,LGA,2,21,11,109
1993,3,5,5,US,LGA,ALB,3,90,96,64
1999,12,28,2,UA,SFO,SEA,1,35,46,136
2003,8,13,3,AA,MIA,STL,1,67,51,151
2000,3,11,6,TW,SDF,STL,2,56,46,62
1989,5,23,2,US,PHL,JAX,3,17,25,129
1999,1,9,6,CO,IAH,SEA,3,11,0,285
1996,1,22,1,AA,SAN,DFW,0,53,33,148
1989,10,20,5,TW,JFK,LAX,3,95,92,349
2008,4,12,6,AS,PSP,PDX,2,14,7,138
1988,5,16,1,PI,SBN,DAY,3,13,8,39
1998,4,24,5,UA,LAX,HNL,2,16,32,348
2003,7,5,6,AA,MFE,DFW,2,11,13,97
1999,5,17,1,WN,MDW,STL,2,0,5,70
2003,3,4,2,DL,ATL,TUS,3,0,28,267
2001,10,6,6,HP,PHX,LAS,1,22,24,69
1997,5,1,4,UA,ORD,PIT,3,18,19,87
1991,2,21,4,PA (1),TPA,MIA,3,0,1,57
2007,2,7,3,US,PHX,SNA,3,23,22,81
1998,12,23,3,TW,STL,CID,2,3,2,62
1987,10,12,1,DL,ATL,ORD,2,29,32,106
1988,10,26,3,UA,ALB,ORD,2,7,10,118
1994,5,20,5,UA,ORD,PHL,1,13,21,115
2005,4,2,6,OH,BOS,JFK,3,0,0,72
1994,2,25,5,CO,IAH,TPA,3,14,2,105
2001,8,16,4,WN,PHX,LAX,3,20,5,65
2004,8,13,5,WN,LAS,CMH,1,13,7,229
1996,6,13,4,AS,SEA,ANC,3,17,19,202
2004,6,27,7,XE,IAH,BFL,3,18,14,225
2005,8,18,4,XE,EWR,JAX,2,16,12,147
2001,7,20,5,AA,OAK,DFW,2,9,4,205
1997,11,14,5,HP,LAS,LAX,2,40,68,93
1997,8,9,6,US,BOS,TPA,2,4,3,191
1992,11,1,7,WN,MDW,CLE,2,0,4,64
1998,3,16,1,DL,MCO,DFW,3,2,24,202
1999,3,10,3,AA,SNA,DFW,2,17,10,164
1991,8,20,2,WN,OKC,HOU,3,5,3,73
1996,1,21,7,US,PHL,MSY,3,18,17,187
1989,10,10,2,EA,BWI,ATL,2,0,0,109
1989,10,1,7,UA,LAX,SMF,3,0,18,93
2000,9,12,2,UA,ORD,GRR,2,19,6,39
1989,1,12,4,HP,SJC,LAS,1,0,7,77
1988,3,29,2,AS,SJC,LGB,2,4,6,72
1991,6,11,2,UA,HVN,ORD,1,15,10,135
2002,4,3,3,MQ,CLT,ORD,2,18,16,132
2000,1,4,2,HP,ORD,PHX,2,0,0,224
1994,2,16,3,CO,BOS,EWR,2,73,86,93
1990,8,23,4,UA,SEA,LAX,3,11,21,159
1995,9,29,5,UA,ORD,BOS,1,0,0,125
1998,7,8,3,UA,BTV,ORD,3,19,20,126
1989,6,11,7,PI,RIC,BOS,3,2,8,93
1987,11,6,5,DL,DFW,LIT,2,5,7,62
2008,3,18,2,OO,GRR,MKE,3,67,64,37
1990,8,30,4,DL,SLC,BIL,2,1,9,76
1988,12,7,3,DL,CAE,ATL,2,4,4,56
1998,6,23,2,WN,SAN,SFO,1,0,0,85
1998,1,19,1,HP,LAS,EWR,0,2,3,270
2007,8,12,7,XE,ONT,ABQ,2,33,28,101
1991,9,24,2,DL,SAN,DFW,2,8,16,170
1997,12,1,1,DL,RDU,RIC,1,20,32,51
2001,10,16,2,DL,BDL,FLL,1,2,20,213
2002,4,25,4,MQ,DFW,TUL,2,39,27,53
2002,3,10,7,NW,DTW,IND,2,16,17,71
2006,9,13,3,WN,SAN,SJC,3,12,7,70
2005,3,16,3,WN,LAS,ABQ,2,0,5,90
1990,8,17,5,US,CLT,IAD,1,0,1,82
1990,9,29,6,UA,STL,DEN,1,0,14,146
2002,8,29,4,AA,PHL,DFW,2,300,299,211
2007,8,31,5,OH,JFK,RDU,3,190,248,195
1990,6,16,6,EA,ATL,DTW,2,20,5,90
1994,9,22,4,DL,ATL,PBI,3,4,1,103
1993,4,10,6,US,BWI,LGA,2,8,18,71
1996,7,31,3,CO,EWR,DCA,2,0,0,64
1991,2,6,3,US,LAX,PHL,2,10,11,285
2004,5,21,5,WN,MDW,MCO,1,0,0,145
2004,1,27,2,NW,GRR,DTW,2,0,0,52
2004,9,14,2,DL,ATL,FLL,2,1,3,110
2004,1,25,7,DH,LEX,CVG,2,0,0,40
2003,2,26,3,MQ,BOS,LGA,2,86,94,78
1992,6,8,1,US,CLT,LAX,2,3,17,314
2003,10,17,5,DL,ATL,LGA,2,14,10,139
1992,9,1,2,AA,LAX,DFW,1,4,5,189
2003,1,7,2,OO,DEN,MTJ,2,30,20,55
1987,11,25,3,PI,BWI,OAJ,3,30,37,72
1996,12,1,7,US,PHL,ATL,1,6,13,142
1988,3,28,1,AA,ORD,OMA,2,2,2,81
2005,12,6,2,MQ,BOS,DCA,3,85,84,99
1998,12,19,6,AS,LAX,PDX,1,45,46,139
2005,11,9,3,WN,SMF,LAS,3,30,33,78
1991,7,9,2,WN,ELP,LBB,1,0,6,56
1992,6,12,5,UA,PDX,OAK,1,0,6,106
2002,4,3,3,NW,MSP,BWI,1,1,3,143
1995,5,22,1,CO,DTW,IAH,3,8,2,168
1998,5,11,1,DL,SLC,JFK,1,9,40,293
1989,8,1,2,US,PIT,BDL,2,11,12,78
2006,3,5,7,US,CLT,SFO,3,9,18,351
1998,5,14,4,AS,SMF,SEA,3,16,19,101
2005,9,18,7,AA,ORD,MSP,3,39,17,72
1994,8,20,6,DL,ATL,ALB,3,0,11,134
1992,4,12,7,DL,ATL,RSW,3,19,33,102
1997,11,12,3,UA,CLE,ORD,1,0,12,96
1991,11,10,7,US,PIT,MHT,3,19,36,96
1992,10,15,4,DL,DFW,PHX,1,1,3,149
2001,1,2,2,HP,PHX,BOS,2,0,9,298
1989,1,27,5,UA,ONT,SFO,2,0,1,77
2006,7,27,4,XE,MSN,EWR,3,165,0,142
1999,4,11,7,US,GSO,LGA,3,155,142,82
2005,10,27,4,WN,SAN,SMF,3,10,10,85
1994,2,17,4,NW,MSY,MSP,2,6,14,171
1997,2,24,1,WN,FLL,MCO,1,0,0,50
1988,9,29,4,PI,CHO,CLT,1,3,3,53
1990,7,23,1,AA,SLC,DFW,2,7,12,155
2007,5,24,4,FL,MCO,PHL,3,12,7,137
2007,10,16,2,YV,IAD,OKC,3,22,4,183
1996,11,21,4,CO,EWR,DAY,2,10,28,130
1994,2,17,4,US,BOS,PBI,1,9,6,199
1990,7,3,2,UA,ORD,PHL,3,15,2,106
1998,2,9,1,NW,DTW,GSO,2,8,7,93
1987,10,21,3,EA,RDU,MIA,1,18,21,115
2007,4,3,2,B6,DEN,JFK,2,4,17,350
1993,7,24,6,DL,CVG,CLE,2,26,29,61
1988,7,27,3,DL,HNL,ATL,3,14,42,526
2004,1,21,3,DH,ICT,ORD,2,34,45,126
1988,6,2,4,PI,CLT,PHL,1,5,3,83
1998,2,8,7,AA,MIA,DFW,2,4,1,194
1991,9,2,1,TW,OMA,STL,3,0,11,89
2007,12,12,3,NW,MSP,STL,3,21,14,90
2000,9,5,2,DL,STT,ATL,2,5,2,237
1990,1,12,5,US,SAN,PIT,1,7,30,289
1991,11,8,5,CO,HNL,SFO,1,0,12,312
2006,12,26,2,WN,PHL,MCO,1,46,66,190
1992,12,7,1,DL,DFW,TPA,3,14,7,132
1988,10,23,7,DL,LAS,LAX,1,0,3,60
2005,6,16,4,AA,DFW,TUS,3,0,4,134
2004,11,23,2,OH,ROC,ATL,3,44,76,167
2004,9,16,4,UA,ORD,SEA,3,2,17,273
1991,8,1,4,PA (1),LAX,JFK,1,25,18,317
2008,6,4,3,WN,PHL,TPA,1,41,31,160
1996,7,14,7,CO,IAH,DTW,2,4,11,172
2005,9,8,4,OH,BNA,CVG,1,0,0,69
1999,4,15,4,WN,OAK,LAX,3,0,9,79
2007,2,13,2,DL,PBI,BDL,2,8,10,168
1991,3,20,3,AS,PSP,SFO,1,0,6,91
1998,11,14,6,UA,LAX,ORD,1,23,16,222
2007,12,31,1,WN,PHX,SNA,2,6,8,82
1994,1,7,5,DL,ROC,CVG,1,0,43,133
2001,9,14,5,DL,LAX,ATL,3,137,134,248
2003,8,2,6,AA,MIA,STL,2,39,32,168
1990,6,20,3,TW,OKC,STL,2,3,8,88
1991,1,15,2,UA,LAX,SFO,1,0,1,86
1989,10,16,1,NW,MSP,LGA,3,10,3,147
2008,3,11,2,XE,MEM,IAH,1,28,28,104
2003,12,21,7,OO,SLC,GJT,1,82,84,64
2003,12,23,2,DL,ATL,IND,3,9,5,92
1996,7,19,5,WN,LIT,STL,3,47,0,65
1998,4,26,7,UA,ORD,BOS,2,89,95,136
1988,4,5,2,CO,ORD,EWR,1,0,3,117
2004,1,17,6,AA,MDW,DFW,2,137,132,144
2003,9,18,4,OO,MSP,DFW,1,0,0,140
2008,6,18,3,UA,DEN,IAD,1,6,3,196
1998,12,19,6,AS,SEA,SAN,1,0,3,153
1993,12,23,4,TW,STL,CVG,3,0,7,82
2006,8,1,2,CO,SFO,IAH,2,31,15,214
2007,9,16,7,OO,MKE,PIT,2,10,0,75
1988,12,28,3,US,PIT,SFO,3,17,37,335
2004,7,2,5,MQ,ORD,CVG,2,2,16,89
1989,3,1,3,NW,MSP,DCA,3,11,8,140
1999,10,23,6,UA,SEA,ORD,2,18,24,223
2000,10,11,3,TW,STL,SDF,2,35,31,62
1996,1,25,4,UA,ORD,ONT,2,5,23,262
1991,9,18,3,AS,PDX,SJC,1,0,5,110
2008,3,7,5,NW,DTW,BOS,2,34,55,129
1990,11,12,1,US,DCA,ALB,2,0,10,79
2005,12,20,2,AA,DFW,EGE,2,27,27,137
1996,5,9,4,UA,SFO,ORD,1,5,2,236
1999,1,21,4,AA,RST,ORD,2,9,35,91
2008,5,15,4,US,DCA,PHX,1,0,0,298
1994,10,13,4,DL,SLC,IAH,3,4,2,166
1993,12,16,4,DL,PFN,ATL,2,5,5,56
2007,2,25,7,EV,FSD,ATL,2,0,0,173
2008,8,7,4,AA,SFO,DFW,1,137,143,211
1993,12,28,2,TW,STL,SEA,3,19,9,265
1990,2,7,3,HP,RNO,LAS,2,0,6,66
1987,11,25,3,CO,IAH,CRP,3,3,6,66
1992,7,24,5,US,CLT,MSP,3,9,20,171
1997,6,17,2,NW,DTW,SYR,1,11,3,72
2001,2,11,7,AS,LAX,SEA,1,0,0,155
1999,1,11,1,WN,PHX,ABQ,1,10,14,64
1988,4,26,2,UA,SFO,PHX,1,5,0,113
2007,8,6,1,OO,GEG,SLC,2,3,3,94
1994,7,6,3,US,BWI,SFO,2,37,27,342
2002,12,26,4,WN,CLE,MDW,2,100,97,67
1997,3,5,3,AA,DFW,ONT,3,13,21,199
1991,9,19,4,WN,MDW,DTW,3,0,4,59
1998,1,26,1,WN,BWI,BHM,2,5,12,127
1990,7,2,1,CO,MIA,EWR,2,16,10,171
1990,7,28,6,AS,LAX,SEA,1,0,3,148
2005,8,23,2,AS,ANC,FAI,2,92,98,67
1997,12,18,4,WN,OAK,BUR,1,0,0,65
1997,1,1,3,AA,DFW,TUS,0,26,9,126
1995,8,10,4,WN,SFO,ABQ,3,16,12,126
1997,3,13,4,WN,HOU,DAL,2,25,18,48
2008,1,3,4,OO,SJC,SLC,2,12,3,105
1990,1,9,2,AA,ORD,BUF,1,22,31,95
1999,5,25,2,US,DAY,PHL,1,20,11,87
1994,12,8,4,AA,MEM,ORD,2,13,18,107
1989,10,14,6,DL,DFW,OKC,2,0,8,56
1995,3,15,3,AS,PDX,BUR,1,0,4,128
2007,1,18,4,WN,MDW,MCO,1,11,2,141
1995,1,11,3,UA,COS,DEN,2,11,5,32
2002,8,15,4,AS,ONT,SEA,3,22,22,146
1996,2,2,5,DL,PHX,TUS,2,96,98,37
1994,6,24,5,UA,DEN,ORD,2,2,0,133
1999,8,15,7,NW,DTW,EWR,1,9,8,98
1994,11,15,2,US,DCA,BDL,3,2,9,78
1991,1,3,4,DL,CLE,CVG,1,4,7,57
1995,3,27,1,DL,MOB,ATL,1,2,9,74
2003,6,26,4,US,PHL,PWM,1,24,39,95
1987,12,1,2,PS,SFO,SNA,2,48,50,79
2006,8,2,3,US,BNA,CLT,3,6,13,80
2006,7,4,2,OH,IAH,CVG,2,71,65,152
2005,2,20,7,WN,OAK,PHX,3,30,35,115
1998,11,5,4,DL,ORD,CVG,3,5,8,67
1987,10,26,1,TW,STL,ORD,1,1,2,64
2004,6,23,3,WN,SAT,DAL,2,15,14,54
2008,8,18,1,DL,LAX,HNL,3,227,204,323
2001,3,16,5,US,JAX,CLT,2,5,13,81
2005,7,16,6,B6,BOS,LGB,2,63,20,337
2000,6,28,3,CO,MSY,IAH,2,0,6,76
1994,2,25,5,DL,DFW,SFO,0,0,0,216
1995,2,6,1,AA,ORD,LIT,3,15,2,93
2000,2,11,5,US,SJU,PHL,2,61,85,260
2005,7,12,2,EV,ATL,OMA,3,62,60,146
1997,5,23,5,DL,MLU,ATL,2,0,7,94
2007,2,1,4,OO,FAT,DEN,1,0,0,133
1999,3,18,4,NW,BNA,DTW,2,75,95,117
2008,3,13,4,WN,BNA,JAX,3,0,1,81
1992,7,19,7,AA,HSV,DFW,1,0,18,121
2006,11,14,2,XE,IAH,MEM,3,0,9,100
1990,3,12,1,US,FLL,CLT,1,8,10,117
2004,4,25,7,NW,DTW,PIT,1,53,49,52
2001,10,23,2,NW,DTW,LAX,2,113,111,292
1991,11,25,1,DL,ATL,AVL,3,0,7,59
1994,10,1,6,US,SFO,LAX,2,4,3,75
1997,8,22,5,CO,IAH,MIA,3,6,10,150
2000,5,12,5,US,PHL,PIT,2,2,6,73
2000,2,3,4,NW,IND,DTW,3,2,2,66
1998,4,23,4,UA,EUG,SFO,2,181,215,117
1996,8,16,5,NW,MCI,MSP,3,5,2,79
