ID,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,X Coordinate,Y Coordinate,Year
10513174,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,FALSE,TRUE,1112,11,27,23,1152124,1904429,2016
10513175,BATTERY,AGGRAVATED: HANDGUN,STREET,FALSE,FALSE,832,8,15,66,1160890,1859145,2016
10513178,OTHER OFFENSE,FALSE/STOLEN/ALTERED TRP,PARKING LOT/GARAGE(NON.RESID.),TRUE,FALSE,1412,14,35,21,1152705,1918869,2016
10513179,ROBBERY,ARMED: HANDGUN,SIDEWALK,FALSE,FALSE,725,7,15,67,1166831,1860122,2016
10513180,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,FALSE,FALSE,621,6,17,71,1172288,1854297,2016
10513181,ROBBERY,AGGRAVATED,STREET,FALSE,FALSE,624,6,6,69,1182293,1854775,2016
10513182,BATTERY,SIMPLE,ALLEY,FALSE,FALSE,1935,19,43,7,1172204,1916654,2016
10513183,ASSAULT,SIMPLE,RESIDENCE,FALSE,TRUE,511,5,6,49,1179602,1841750,2016
10513184,ASSAULT,SIMPLE,APARTMENT,FALSE,TRUE,614,6,21,71,1167614,1849692,2016
10513186,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,1723,17,39,14,1149594,1929189,2016
10513187,BATTERY,SIMPLE,SIDEWALK,FALSE,FALSE,1424,14,1,24,1163008,1910416,2016
10513189,BATTERY,AGGRAVATED: HANDGUN,STREET,FALSE,FALSE,1231,12,2,28,1167724,1894825,2016
10513191,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENTIAL YARD (FRONT/BACK),FALSE,TRUE,1523,15,28,25,1141026,1900492,2016
10513194,BATTERY,AGGRAVATED: OTHER DANG WEAPON,STREET,FALSE,FALSE,1123,11,28,27,1154763,1900799,2016
10513196,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,FALSE,TRUE,1121,11,27,23,1153190,1903783,2016
10513197,BATTERY,AGGRAVATED: OTHER DANG WEAPON,APARTMENT,FALSE,FALSE,734,7,17,67,1167205,1858628,2016
10513198,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,RESIDENCE,FALSE,FALSE,1124,11,28,27,1155948,1898528,2016
10513203,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,FALSE,TRUE,1021,10,24,29,1154398,1893847,2016
10513204,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,STREET,FALSE,FALSE,1513,15,29,25,1139129,1897372,2016
10513205,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,2213,22,21,72,1167997,1837988,2016
10513207,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1214,12,27,28,1169402,1902267,2016
10513209,WEAPONS VIOLATION,UNLAWFUL USE HANDGUN,STREET,FALSE,FALSE,623,6,6,44,1177483,1852629,2016
10513211,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,2532,25,37,25,1139992,1909446,2016
10513212,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,FALSE,FALSE,621,6,17,71,1171648,1853485,2016
10513213,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,1223,12,27,28,1164118,1900723,2016
10513216,THEFT,RETAIL THEFT,OTHER,FALSE,FALSE,111,1,42,32,1176905,1901744,2016
10513222,BATTERY,DOMESTIC BATTERY SIMPLE,NURSING HOME/RETIREMENT HOME,TRUE,TRUE,2024,20,48,3,1169785,1932083,2016
10513224,BATTERY,AGGRAVATED: HANDGUN,STREET,FALSE,FALSE,1123,11,28,27,1154770,1900800,2016
10513226,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),FALSE,TRUE,433,4,10,55,1195773,1821901,2016
10513231,ROBBERY,ARMED: HANDGUN,STREET,FALSE,FALSE,1533,15,28,25,1144168,1898564,2016
10513238,ASSAULT,AGGRAVATED: HANDGUN,STREET,FALSE,FALSE,1122,11,28,26,1150239,1899373,2016
10513242,BATTERY,SIMPLE,SIDEWALK,FALSE,FALSE,1423,14,26,24,1158484,1909449,2016
10513244,CRIMINAL TRESPASS,TO STATE SUP LAND,RESIDENCE,TRUE,FALSE,1233,12,2,28,1167734,1893523,2016
10513250,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,RESIDENTIAL YARD (FRONT/BACK),TRUE,TRUE,2521,25,31,19,1141663,1919130,2016
10513252,THEFT,OVER $500,VEHICLE NON-COMMERCIAL,FALSE,FALSE,1634,16,38,15,1143468,1922831,2016
10513257,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,2534,25,27,23,1149497,1907829,2016
10513263,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,631,6,8,44,1184330,1850584,2016
10513264,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,FALSE,FALSE,522,5,34,53,1177689,1827067,2016
10513265,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,1831,18,42,8,1173405,1905415,2016
10513276,THEFT,$500 AND UNDER,RESIDENTIAL YARD (FRONT/BACK),FALSE,FALSE,233,2,4,41,1182734,1870714,2016
10513278,BATTERY,SIMPLE,APARTMENT,FALSE,FALSE,1422,14,26,23,1152456,1908753,2016
10513281,THEFT,RETAIL THEFT,STREET,TRUE,FALSE,1433,14,1,24,1165454,1909993,2016
10513792,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,323,3,6,69,1178837,1857753,2016
10513287,CRIMINAL DAMAGE,TO PROPERTY,OTHER,FALSE,FALSE,1723,17,33,14,1151202,1931152,2016
10513291,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,TRUE,FALSE,1531,15,37,25,1142858,1905603,2016
10513293,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,824,8,14,63,1156659,1867643,2016
10513296,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,2221,22,21,71,1164829,1846526,2016
10513302,CRIMINAL TRESPASS,TO LAND,MEDICAL/DENTAL OFFICE,FALSE,FALSE,1713,17,39,14,1153287,1931696,2016
10513303,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,612,6,17,71,1170328,1853388,2016
10513321,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,1411,14,35,22,1156571,1917977,2016
10513323,CRIMINAL TRESPASS,TO LAND,BRIDGE,TRUE,FALSE,1831,18,42,8,1173876,1902793,2016
10513330,THEFT,OVER $500,STREET,FALSE,FALSE,1733,17,33,16,1155704,1925278,2016
10513326,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,835,8,18,70,1160125,1848565,2016
10513328,BURGLARY,UNLAWFUL ENTRY,RESIDENCE-GARAGE,FALSE,FALSE,1212,12,1,24,1163215,1906906,2016
10513332,THEFT,PURSE-SNATCHING,SIDEWALK,FALSE,FALSE,923,9,14,63,1155918,1870275,2016
10513333,ASSAULT,SIMPLE,CONVENIENCE STORE,FALSE,FALSE,332,3,5,43,1188039,1860017,2016
10513335,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,FALSE,TRUE,323,3,6,69,1182130,1857864,2016
10513339,BATTERY,SIMPLE,STREET,FALSE,FALSE,223,2,3,38,1180109,1871497,2016
10513342,SEX OFFENSE,PUBLIC INDECENCY,HOSPITAL BUILDING/GROUNDS,FALSE,FALSE,1231,12,2,28,1165491,1897444,2016
10513794,THEFT,$500 AND UNDER,ATHLETIC CLUB,FALSE,FALSE,911,9,12,58,1159428,1878696,2016
10513344,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,233,2,5,41,1182489,1869878,2016
10513346,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,2523,25,30,21,1149896,1918697,2016
10513354,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,1533,15,24,25,1144159,1897903,2016
10513359,THEFT,RETAIL THEFT,SMALL RETAIL STORE,TRUE,FALSE,1423,14,26,24,1158043,1910528,2016
10513366,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1914,19,46,3,1169658,1929414,2016
10513367,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,FALSE,FALSE,1011,10,24,29,1147911,1894117,2016
10513368,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,312,3,20,42,1180669,1863081,2016
10513369,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,612,6,17,71,1170855,1854428,2016
10513370,DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,GAS STATION,FALSE,FALSE,1231,12,2,28,1165751,1898237,2016
10513371,THEFT,PURSE-SNATCHING,STREET,FALSE,FALSE,511,5,6,49,1179358,1841367,2016
10513372,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,STREET,TRUE,FALSE,1722,17,45,16,1145643,1929829,2016
10513374,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,1932,19,32,7,1166883,1916922,2016
10513375,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,TRUE,TRUE,511,5,6,49,1179602,1841750,2016
10513376,DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,RESTAURANT,FALSE,FALSE,1833,18,42,8,1176323,1906330,2016
10513386,OTHER OFFENSE,PAROLE VIOLATION,SIDEWALK,TRUE,FALSE,2532,25,37,25,1140794,1907902,2016
10513389,ASSAULT,SIMPLE,HOTEL/MOTEL,FALSE,FALSE,1913,19,46,3,1167324,1931353,2016
10513394,ASSAULT,AGGRAVATED: HANDGUN,STREET,FALSE,FALSE,1213,12,1,24,1165866,1907750,2016
10513395,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,STREET,FALSE,FALSE,1824,18,42,8,1175626,1908082,2016
10513397,BATTERY,SIMPLE,STREET,FALSE,FALSE,932,9,16,61,1164885,1870601,2016
10513398,DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,BANK,FALSE,FALSE,2234,22,34,75,1167508,1826124,2016
10513402,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,FALSE,TRUE,734,7,17,67,1168600,1856024,2016
10513403,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,FALSE,715,7,15,67,1164007,1866574,2016
10513409,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,RESIDENCE,TRUE,TRUE,733,7,17,68,1170583,1856184,2016
10513413,THEFT,OVER $500,STREET,FALSE,TRUE,1011,10,24,29,1147517,1893016,2016
10513416,CRIMINAL DAMAGE,TO VEHICLE,VEHICLE NON-COMMERCIAL,FALSE,FALSE,622,6,21,71,1173480,1847603,2016
10513418,CRIMINAL TRESPASS,TO LAND,DRUG STORE,TRUE,FALSE,711,7,16,68,1172906,1863108,2016
10513426,BATTERY,SIMPLE,ALLEY,FALSE,FALSE,1234,12,25,31,1163158,1890072,2016
10513430,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,726,7,15,67,1164499,1860682,2016
10513432,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,2533,25,37,23,1146066,1910251,2016
10513434,BATTERY,SIMPLE,SIDEWALK,TRUE,FALSE,831,8,15,66,1158524,1860386,2016
10513436,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,2521,25,31,19,1141663,1919130,2016
10513439,THEFT,$500 AND UNDER,CAR WASH,FALSE,FALSE,2533,25,37,25,1144144,1910623,2016
10513440,CRIMINAL DAMAGE,TO PROPERTY,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,FALSE,FALSE,825,8,15,66,1159116,1863115,2016
10513443,THEFT,OVER $500,APARTMENT,FALSE,TRUE,414,4,7,46,1192909,1852717,2016
10513449,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,FALSE,FALSE,523,5,34,53,1174719,1823327,2016
10513451,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,833,8,13,65,1145727,1853720,2016
10513454,BATTERY,DOMESTIC BATTERY SIMPLE,APPLIANCE STORE,FALSE,FALSE,2422,24,49,1,1163838,1951001,2016
10513455,ASSAULT,SIMPLE,STREET,FALSE,FALSE,833,8,13,65,1148200,1859644,2016
10513467,THEFT,RETAIL THEFT,OTHER,TRUE,FALSE,1232,12,2,28,1168933,1898798,2016
10513468,BATTERY,SIMPLE,SIDEWALK,FALSE,FALSE,1412,14,35,21,1153002,1918629,2016
10513469,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,FALSE,1533,15,28,25,1144115,1899222,2016
10513471,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1424,14,1,24,1162580,1909428,2016
10513489,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,FALSE,FALSE,1021,10,24,29,1153907,1893801,2016
10513493,OTHER OFFENSE,FALSE/STOLEN/ALTERED TRP,STREET,TRUE,FALSE,531,5,9,50,1183375,1831504,2016
10513495,THEFT,OVER $500,STREET,FALSE,FALSE,1433,14,32,24,1166793,1909509,2016
10513507,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENTIAL YARD (FRONT/BACK),FALSE,TRUE,1011,10,24,29,1147597,1893416,2016
10513510,BATTERY,SIMPLE,STREET,TRUE,FALSE,1024,10,22,30,1155041,1888959,2016
10513512,ROBBERY,STRONGARM - NO WEAPON,BANK,FALSE,FALSE,812,8,13,64,1137484,1862455,2016
10513515,BATTERY,SIMPLE,STREET,FALSE,FALSE,332,3,5,43,1187157,1859308,2016
10513519,CRIMINAL TRESPASS,TO LAND,SIDEWALK,TRUE,FALSE,725,7,17,67,1166855,1859263,2016
10513520,BATTERY,DOMESTIC BATTERY SIMPLE,DRIVEWAY - RESIDENTIAL,TRUE,TRUE,513,5,34,49,1176654,1831995,2016
10513521,ASSAULT,AGG PO HANDS NO/MIN INJURY,STREET,TRUE,FALSE,1631,16,36,17,1125000,1922341,2016
10513528,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,FALSE,TRUE,832,8,17,66,1162612,1858038,2016
10513529,ROBBERY,ARMED: HANDGUN,ALLEY,FALSE,FALSE,824,8,14,63,1156711,1865845,2016
10513532,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,2534,25,30,23,1148466,1910668,2016
10513534,ROBBERY,ARMED: HANDGUN,STREET,FALSE,FALSE,2412,24,50,2,1161384,1942488,2016
10513535,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,FALSE,TRUE,2222,22,21,73,1168949,1843585,2016
10513536,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,835,8,18,66,1161642,1856023,2016
10513538,THEFT,ATTEMPT THEFT,RESIDENTIAL YARD (FRONT/BACK),FALSE,FALSE,815,8,14,57,1150090,1874913,2016
10513541,BATTERY,DOMESTIC BATTERY SIMPLE,VEHICLE NON-COMMERCIAL,FALSE,TRUE,1522,15,29,25,1140297,1898801,2016
10513542,ASSAULT,AGGRAVATED: HANDGUN,PARK PROPERTY,FALSE,FALSE,1512,15,29,25,1138756,1902195,2016
10513545,NARCOTICS,POSS: CRACK,POLICE FACILITY/VEH PARKING LOT,TRUE,FALSE,621,6,17,71,1172325,1852947,2016
10513549,BATTERY,SIMPLE,STREET,FALSE,FALSE,631,6,8,44,1184290,1851896,2016
10513550,BATTERY,AGGRAVATED: HANDGUN,STREET,FALSE,TRUE,621,6,17,44,1174726,1852188,2016
10513556,ROBBERY,STRONGARM - NO WEAPON,STREET,FALSE,FALSE,633,6,9,49,1181999,1842113,2016
10513557,THEFT,RETAIL THEFT,DRUG STORE,TRUE,FALSE,1934,19,44,6,1170435,1920711,2016
10513558,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,1511,15,29,25,1138568,1903665,2016
10513559,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,ALLEY,FALSE,FALSE,1935,19,43,7,1170748,1917496,2016
10513560,THEFT,POCKET-PICKING,OTHER,FALSE,FALSE,132,1,2,33,1179970,1893558,2016
10513562,ROBBERY,STRONGARM - NO WEAPON,ALLEY,FALSE,FALSE,1935,19,43,7,1170748,1917496,2016
10513564,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,FALSE,FALSE,1434,14,32,24,1162499,1911308,2016
10513568,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1834,18,42,8,1177329,1903108,2016
10513569,BATTERY,SIMPLE,STREET,FALSE,FALSE,825,8,15,66,1159874,1862780,2016
10513570,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE-GARAGE,FALSE,FALSE,813,8,13,62,1148310,1867480,2016
10513573,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,FALSE,TRUE,825,8,15,66,1160483,1861810,2016
10513574,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,TRUE,FALSE,934,9,20,61,1171029,1868997,2016
10513576,THEFT,FROM BUILDING,PARK PROPERTY,FALSE,FALSE,412,4,8,45,1185821,1850204,2016
10513580,THEFT,OVER $500,SMALL RETAIL STORE,FALSE,FALSE,913,9,11,60,1171535,1881917,2016
10513581,THEFT,OVER $500,ALLEY,TRUE,FALSE,2515,25,37,19,1137522,1915369,2016
10513586,THEFT,RETAIL THEFT,DRUG STORE,TRUE,FALSE,112,1,42,32,1176406,1899607,2016
10513589,THEFT,RETAIL THEFT,DEPARTMENT STORE,TRUE,FALSE,823,8,15,66,1156143,1862448,2016
10513592,BATTERY,AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST,APARTMENT,TRUE,TRUE,2221,22,21,73,1167512,1842383,2016
10513594,THEFT,$500 AND UNDER,APARTMENT,FALSE,FALSE,1022,10,24,29,1155005,1890214,2016
10513595,NARCOTICS,FOUND SUSPECT NARCOTICS,OTHER,TRUE,FALSE,132,1,2,33,1178880,1889112,2016
10513596,THEFT,FROM BUILDING,OTHER,FALSE,FALSE,323,3,5,69,1182926,1857984,2016
10513795,ASSAULT,AGGRAVATED: HANDGUN,APARTMENT,FALSE,FALSE,632,6,8,44,1184005,1849918,2016
10513599,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,ATM (AUTOMATIC TELLER MACHINE),FALSE,FALSE,111,1,42,32,1175505,1901602,2016
10513600,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,TRUE,TRUE,1014,10,24,29,1150352,1890616,2016
10513603,OTHER OFFENSE,SEX OFFENDER: FAIL REG NEW ADD,RESIDENCE,FALSE,FALSE,311,3,20,68,1176336,1864995,2016
10513606,BATTERY,AGGRAVATED OF A SENIOR CITIZEN,RESIDENCE,FALSE,FALSE,1122,11,27,23,1151625,1903341,2016
10513796,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,1631,16,36,17,1122651,1923316,2016
10513609,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,FALSE,FALSE,1115,11,28,26,1147063,1899531,2016
10513614,BATTERY,SIMPLE,NURSING HOME/RETIREMENT HOME,FALSE,FALSE,835,8,18,70,1161769,1851456,2016
10513615,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,334,3,7,43,1195488,1856216,2016
10513616,ASSAULT,SIMPLE,RESIDENCE,FALSE,FALSE,431,4,7,51,1194793,1839539,2016
10513617,ASSAULT,AGGRAVATED: HANDGUN,STREET,FALSE,FALSE,1124,11,28,27,1156423,1898694,2016
10513618,THEFT,RETAIL THEFT,DEPARTMENT STORE,FALSE,FALSE,1232,12,27,28,1171057,1900105,2016
10513619,ASSAULT,SIMPLE,RESIDENCE,FALSE,TRUE,414,4,8,43,1192194,1854793,2016
10513620,BATTERY,SIMPLE,RESIDENCE,FALSE,FALSE,835,8,18,70,1155394,1853009,2016
10513622,THEFT,$500 AND UNDER,CTA BUS,FALSE,FALSE,431,4,10,51,1189109,1837018,2016
10513623,BURGLARY,FORCIBLE ENTRY,APARTMENT,FALSE,FALSE,732,7,6,68,1174353,1858506,2016
10513624,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,1432,14,1,22,1160867,1917657,2016
10513625,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,924,9,12,61,1166366,1877352,2016
10513627,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,FALSE,TRUE,831,8,15,66,1159169,1861223,2016
10513628,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,821,8,14,57,1150402,1875527,2016
10513629,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,FALSE,FALSE,715,7,15,67,1164858,1868068,2016
10513631,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,FALSE,TRUE,1632,16,36,17,1129080,1924046,2016
10513633,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,FALSE,1411,14,35,22,1154813,1917259,2016
10513638,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,TRUE,832,8,15,66,1161065,1861484,2016
10513640,BATTERY,AGG PRO.EMP: OTHER DANG WEAPON,RESIDENCE,TRUE,FALSE,1115,11,28,26,1147446,1898332,2016
10513643,THEFT,RETAIL THEFT,SMALL RETAIL STORE,TRUE,FALSE,711,7,16,68,1172906,1863108,2016
10513644,THEFT,RETAIL THEFT,SMALL RETAIL STORE,TRUE,FALSE,2234,22,34,75,1167507,1826158,2016
10513645,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,821,8,14,57,1150402,1875527,2016
10513798,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,FALSE,FALSE,1732,17,35,16,1152040,1925312,2016
10513800,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,2524,25,31,22,1149270,1917283,2016
10513647,ASSAULT,AGG PO HANDS NO/MIN INJURY,POLICE FACILITY/VEH PARKING LOT,TRUE,FALSE,131,1,3,33,1176607,1891853,2016
10513650,OFFENSE INVOLVING CHILDREN,ENDANGERING LIFE/HEALTH CHILD,VEHICLE NON-COMMERCIAL,TRUE,FALSE,1713,17,39,14,1153251,1933013,2016
10513651,THEFT,FROM BUILDING,RESTAURANT,FALSE,FALSE,1834,18,42,8,1177717,1904950,2016
10513652,THEFT,RETAIL THEFT,SMALL RETAIL STORE,FALSE,FALSE,1822,18,27,8,1170738,1910151,2016
10513653,THEFT,RETAIL THEFT,CONVENIENCE STORE,FALSE,FALSE,131,1,2,33,1176963,1894862,2016
10513656,BATTERY,SIMPLE,SIDEWALK,TRUE,FALSE,624,6,6,69,1183126,1852805,2016
10513657,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,DRUG STORE,FALSE,FALSE,2031,20,47,4,1159566,1931867,2016
10513658,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,TRUE,TRUE,314,3,20,42,1184403,1863924,2016
10513659,ROBBERY,AGGRAVATED,SIDEWALK,FALSE,FALSE,333,3,5,43,1192475,1858295,2016
10513661,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,1021,10,24,29,1153934,1892850,2016
10513662,ASSAULT,SIMPLE,SIDEWALK,FALSE,FALSE,711,7,20,68,1175473,1864847,2016
10513663,BATTERY,SIMPLE,PARK PROPERTY,FALSE,FALSE,714,7,15,67,1164064,1864514,2016
10513664,ASSAULT,SIMPLE,SIDEWALK,FALSE,FALSE,1613,16,41,10,1131917,1935103,2016
10513665,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,1633,16,38,15,1136211,1925986,2016
10513666,CRIMINAL TRESPASS,TO STATE SUP LAND,AIRPORT TERMINAL LOWER LEVEL - NON-SECURE AREA,TRUE,FALSE,1653,16,41,76,1101811,1934419,2016
10513667,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE,TRUE,FALSE,1634,16,45,15,1142000,1924791,2016
10513668,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,RESIDENCE,FALSE,FALSE,1612,16,41,10,1123435,1939452,2016
10513669,OFFENSE INVOLVING CHILDREN,OTHER OFFENSE,RESIDENCE,FALSE,TRUE,414,4,8,43,1192194,1854793,2016
10513670,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,FALSE,1222,12,2,27,1157479,1900227,2016
10513671,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,FALSE,1523,15,28,25,1140579,1900230,2016
10513676,CRIMINAL DAMAGE,TO PROPERTY,SMALL RETAIL STORE,FALSE,FALSE,1433,14,1,24,1164974,1910715,2016
10513677,CRIMINAL DAMAGE,TO PROPERTY,SIDEWALK,FALSE,FALSE,1211,12,1,24,1159123,1905238,2016
10513678,THEFT,FROM BUILDING,CLEANING STORE,FALSE,FALSE,421,4,7,43,1194900,1855736,2016
10513679,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,1133,11,24,29,1152372,1894799,2016
10513680,THEFT,RETAIL THEFT,GROCERY FOOD STORE,TRUE,FALSE,815,8,23,62,1150608,1868922,2016
10513683,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,RESIDENCE,FALSE,FALSE,711,7,3,68,1173914,1867765,2016
10513684,ASSAULT,SIMPLE,STREET,TRUE,FALSE,1122,11,28,26,1150075,1900126,2016
10513803,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,825,8,15,66,1159154,1861739,2016
10513685,BATTERY,AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST,APARTMENT,FALSE,TRUE,1532,15,28,25,1141894,1900492,2016
10513686,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,1532,15,28,25,1143934,1902569,2016
10513804,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1932,19,32,6,1166786,1919037,2016
10513806,ASSAULT,SIMPLE,RESIDENCE,TRUE,TRUE,834,8,13,70,1150385,1852479,2016
10513687,THEFT,RETAIL THEFT,CONVENIENCE STORE,TRUE,FALSE,711,7,16,68,1172906,1863108,2016
10513688,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,1533,15,29,25,1142068,1897193,2016
10513689,BATTERY,SIMPLE,STREET,FALSE,FALSE,2412,24,50,2,1153853,1943152,2016
10513690,BATTERY,AGGRAVATED: HANDGUN,SIDEWALK,FALSE,FALSE,511,5,9,49,1179037,1837290,2016
10513693,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,TRUE,1511,15,29,25,1138141,1907055,2016
10513694,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,APARTMENT,TRUE,TRUE,332,3,5,43,1188695,1860630,2016
10513697,THEFT,RETAIL THEFT,SMALL RETAIL STORE,TRUE,FALSE,111,1,42,32,1176352,1900927,2016
10513699,CRIMINAL TRESPASS,TO LAND,RESIDENCE PORCH/HALLWAY,FALSE,TRUE,1022,10,24,29,1155084,1893274,2016
10513700,ROBBERY,STRONGARM - NO WEAPON,ALLEY,FALSE,FALSE,212,2,4,36,1181081,1879915,2016
10513702,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,222,2,4,39,1184316,1876447,2016
10513703,BURGLARY,UNLAWFUL ENTRY,APARTMENT,FALSE,FALSE,223,2,3,38,1180548,1871647,2016
